Level 1,Level 2,Level 3,KO,ID
Not Mapped,Not Mapped,Not mapped,sce_YJR077C,YJR077C
Not Mapped,Not Mapped,Not mapped,sce_YEL007W,YEL007W
Not Mapped,Not Mapped,Not mapped,sce_YDR031W,YDR031W
Not Mapped,Not Mapped,Not mapped,sce_YMR002W,YMR002W
Not Mapped,Not Mapped,Not mapped,sce_YBL107C,YBL107C
Not Mapped,Not Mapped,Not mapped,sce_YNL076W,YNL076W
Not Mapped,Not Mapped,Not mapped,sce_YNL085W,YNL085W
Not Mapped,Not Mapped,Not mapped,sce_YGL106W,YGL106W
Not Mapped,Not Mapped,Not mapped,sce_YPR188C,YPR188C
Not Mapped,Not Mapped,Not mapped,sce_YNL074C,YNL074C
Not Mapped,Not Mapped,Not mapped,sce_YLR190W,YLR190W
Not Mapped,Not Mapped,Not mapped,sce_YEL019C,YEL019C
Not Mapped,Not Mapped,Not mapped,sce_YOR350C,YOR350C
Not Mapped,Not Mapped,Not mapped,sce_YKL201C,YKL201C
Not Mapped,Not Mapped,Not mapped,sce_YGL068W,YGL068W
Not Mapped,Not Mapped,Not mapped,sce_YKL064W,YKL064W
Not Mapped,Not Mapped,Not mapped,sce_YFL034C-B,YFL034C-B
Not Mapped,Not Mapped,Not mapped,sce_YJR074W,YJR074W
Not Mapped,Not Mapped,Not mapped,sce_YGL124C,YGL124C
Not Mapped,Not Mapped,Not mapped,sce_YNL297C,YNL297C
Not Mapped,Not Mapped,Not mapped,sce_YPL082C,YPL082C
Not Mapped,Not Mapped,Not mapped,sce_YMR070W,YMR070W
Not Mapped,Not Mapped,Not mapped,sce_YGL080W,YGL080W
Not Mapped,Not Mapped,Not mapped,sce_YHR162W,YHR162W
Not Mapped,Not Mapped,Not mapped,sce_YGR243W,YGR243W
Not Mapped,Not Mapped,Not mapped,sce_YOL088C,YOL088C
Not Mapped,Not Mapped,Not mapped,sce_YJL066C,YJL066C
Not Mapped,Not Mapped,Not mapped,sce_YGL010W,YGL010W
Not Mapped,Not Mapped,Not mapped,sce_YJL019W,YJL019W
Not Mapped,Not Mapped,Not mapped,sce_YGL178W,YGL178W
Not Mapped,Not Mapped,Not mapped,sce_YPR112C,YPR112C
Not Mapped,Not Mapped,Not mapped,sce_YDR033W,YDR033W
Not Mapped,Not Mapped,Not mapped,sce_YGL064C,YGL064C
Not Mapped,Not Mapped,Not mapped,sce_YPL184C,YPL184C
Not Mapped,Not Mapped,Not mapped,sce_YDL045W-A,YDL045W-A
Not Mapped,Not Mapped,Not mapped,sce_YGR084C,YGR084C
Not Mapped,Not Mapped,Not mapped,sce_YDR405W,YDR405W
Not Mapped,Not Mapped,Not mapped,sce_YBL090W,YBL090W
Not Mapped,Not Mapped,Not mapped,sce_YKL167C,YKL167C
Not Mapped,Not Mapped,Not mapped,sce_YPL118W,YPL118W
Not Mapped,Not Mapped,Not mapped,sce_YNL005C,YNL005C
Not Mapped,Not Mapped,Not mapped,sce_YKL142W,YKL142W
Not Mapped,Not Mapped,Not mapped,sce_YDR116C,YDR116C
Not Mapped,Not Mapped,Not mapped,sce_YNL284C,YNL284C
Not Mapped,Not Mapped,Not mapped,sce_YDL202W,YDL202W
Not Mapped,Not Mapped,Not mapped,sce_YKR006C,YKR006C
Not Mapped,Not Mapped,Not mapped,sce_YLR312W-A,YLR312W-A
Not Mapped,Not Mapped,Not mapped,sce_YBL038W,YBL038W
Not Mapped,Not Mapped,Not mapped,sce_YNL252C,YNL252C
Not Mapped,Not Mapped,Not mapped,sce_YNL185C,YNL185C
Not Mapped,Not Mapped,Not mapped,sce_YKR085C,YKR085C
Not Mapped,Not Mapped,Not mapped,sce_YNL177C,YNL177C
Not Mapped,Not Mapped,Not mapped,sce_YMR193W,YMR193W
Not Mapped,Not Mapped,Not mapped,sce_YGR076C,YGR076C
Not Mapped,Not Mapped,Not mapped,sce_YBR282W,YBR282W
Not Mapped,Not Mapped,Not mapped,sce_YDR462W,YDR462W
Not Mapped,Not Mapped,Not mapped,sce_YMR024W,YMR024W
Not Mapped,Not Mapped,Not mapped,sce_YKL138C,YKL138C
Not Mapped,Not Mapped,Not mapped,sce_YCR003W,YCR003W
Not Mapped,Not Mapped,Not mapped,sce_YMR286W,YMR286W
Not Mapped,Not Mapped,Not mapped,sce_YDR322W,YDR322W
Not Mapped,Not Mapped,Not mapped,sce_YBR122C,YBR122C
Not Mapped,Not Mapped,Not mapped,sce_YBR268W,YBR268W
Not Mapped,Not Mapped,Not mapped,sce_YKL170W,YKL170W
Not Mapped,Not Mapped,Not mapped,sce_YML009C,YML009C
Not Mapped,Not Mapped,Not mapped,sce_YLR439W,YLR439W
Not Mapped,Not Mapped,Not mapped,sce_YPL173W,YPL173W
Not Mapped,Not Mapped,Not mapped,sce_YMR225C,YMR225C
Not Mapped,Not Mapped,Not mapped,sce_YJL096W,YJL096W
Not Mapped,Not Mapped,Not mapped,sce_YNR022C,YNR022C
Not Mapped,Not Mapped,Not mapped,sce_YPR100W,YPR100W
Not Mapped,Not Mapped,Not mapped,sce_YHR147C,YHR147C
Not Mapped,Not Mapped,Not mapped,sce_YDR237W,YDR237W
Not Mapped,Not Mapped,Not mapped,sce_YJL063C,YJL063C
Not Mapped,Not Mapped,Not mapped,sce_YGR220C,YGR220C
Not Mapped,Not Mapped,Not mapped,sce_YNR036C,YNR036C
Not Mapped,Not Mapped,Not mapped,sce_YPL013C,YPL013C
Not Mapped,Not Mapped,Not mapped,sce_YMR188C,YMR188C
Not Mapped,Not Mapped,Not mapped,sce_YNL306W,YNL306W
Not Mapped,Not Mapped,Not mapped,sce_YDR337W,YDR337W
Not Mapped,Not Mapped,Not mapped,sce_YGR165W,YGR165W
Not Mapped,Not Mapped,Not mapped,sce_YMR158W,YMR158W
Not Mapped,Not Mapped,Not mapped,sce_YBR146W,YBR146W
Not Mapped,Not Mapped,Not mapped,sce_YIR021W,YIR021W
Not Mapped,Not Mapped,Not mapped,sce_YKR052C,YKR052C
Not Mapped,Not Mapped,Not mapped,sce_YOR370C,YOR370C
Not Mapped,Not Mapped,Not mapped,sce_YKL009W,YKL009W
Not Mapped,Not Mapped,Not mapped,sce_YER077C,YER077C
Not Mapped,Not Mapped,Not mapped,sce_YJR003C,YJR003C
Not Mapped,Not Mapped,Not mapped,sce_YDR115W,YDR115W
Not Mapped,Not Mapped,Not mapped,sce_YDL027C,YDL027C
Not Mapped,Not Mapped,Not mapped,sce_YKR077W,YKR077W
Not Mapped,Not Mapped,Not mapped,sce_YOR188W,YOR188W
Not Mapped,Not Mapped,Not mapped,sce_YGR014W,YGR014W
Not Mapped,Not Mapped,Not mapped,sce_YNL293W,YNL293W
Not Mapped,Not Mapped,Not mapped,sce_YML128C,YML128C
Not Mapped,Not Mapped,Not mapped,sce_YDR205W,YDR205W
Not Mapped,Not Mapped,Not mapped,sce_YLR219W,YLR219W
Not Mapped,Not Mapped,Not mapped,sce_YOR354C,YOR354C
Not Mapped,Not Mapped,Not mapped,sce_YHR039C,YHR039C
Not Mapped,Not Mapped,Not mapped,sce_YBR195C,YBR195C
Not Mapped,Not Mapped,Not mapped,sce_YIR009W,YIR009W
Not Mapped,Not Mapped,Not mapped,sce_YLR116W,YLR116W
Not Mapped,Not Mapped,Not mapped,sce_YNR049C,YNR049C
Not Mapped,Not Mapped,Not mapped,sce_YGR028W,YGR028W
Not Mapped,Not Mapped,Not mapped,sce_YDR194C,YDR194C
Not Mapped,Not Mapped,Not mapped,sce_YDL107W,YDL107W
Not Mapped,Not Mapped,Not mapped,sce_YLR203C,YLR203C
Not Mapped,Not Mapped,Not mapped,sce_YJL123C,YJL123C
Not Mapped,Not Mapped,Not mapped,sce_YBR255W,YBR255W
Not Mapped,Not Mapped,Not mapped,sce_YMR228W,YMR228W
Not Mapped,Not Mapped,Not mapped,sce_YDL044C,YDL044C
Not Mapped,Not Mapped,Not mapped,sce_YMR097C,YMR097C
Not Mapped,Not Mapped,Not mapped,sce_YDR140W,YDR140W
Not Mapped,Not Mapped,Not mapped,sce_YOR160W,YOR160W
Not Mapped,Not Mapped,Not mapped,sce_YKL074C,YKL074C
Not Mapped,Not Mapped,Not mapped,sce_YPL070W,YPL070W
Not Mapped,Not Mapped,Not mapped,sce_YBR057C,YBR057C
Not Mapped,Not Mapped,Not mapped,sce_YGR055W,YGR055W
Not Mapped,Not Mapped,Not mapped,sce_YMR004W,YMR004W
Not Mapped,Not Mapped,Not mapped,sce_YCL033C,YCL033C
Not Mapped,Not Mapped,Not mapped,sce_YOR326W,YOR326W
Not Mapped,Not Mapped,Not mapped,sce_YKL129C,YKL129C
Not Mapped,Not Mapped,Not mapped,sce_YAL029C,YAL029C
Not Mapped,Not Mapped,Not mapped,sce_YMR109W,YMR109W
Not Mapped,Not Mapped,Not mapped,sce_YDR493W,YDR493W
Not Mapped,Not Mapped,Not mapped,sce_YGL122C,YGL122C
Not Mapped,Not Mapped,Not mapped,sce_YPL190C,YPL190C
Not Mapped,Not Mapped,Not mapped,sce_YML117W,YML117W
Not Mapped,Not Mapped,Not mapped,sce_YNL124W,YNL124W
Not Mapped,Not Mapped,Not mapped,sce_YHR086W,YHR086W
Not Mapped,Not Mapped,Not mapped,sce_YNL137C,YNL137C
Not Mapped,Not Mapped,Not mapped,sce_YIL007C,YIL007C
Not Mapped,Not Mapped,Not mapped,sce_YGR232W,YGR232W
Not Mapped,Not Mapped,Not mapped,sce_YOR253W,YOR253W
Not Mapped,Not Mapped,Not mapped,sce_YOL070C,YOL070C
Not Mapped,Not Mapped,Not mapped,sce_YLR457C,YLR457C
Not Mapped,Not Mapped,Not mapped,sce_YDR162C,YDR162C
Not Mapped,Not Mapped,Not mapped,sce_YGL091C,YGL091C
Not Mapped,Not Mapped,Not mapped,sce_YPR155C,YPR155C
Not Mapped,Not Mapped,Not mapped,sce_YDR397C,YDR397C
Not Mapped,Not Mapped,Not mapped,sce_YPR149W,YPR149W
Not Mapped,Not Mapped,Not mapped,sce_YNL036W,YNL036W
Not Mapped,Not Mapped,Not mapped,sce_YBL024W,YBL024W
Not Mapped,Not Mapped,Not mapped,sce_YPL006W,YPL006W
Not Mapped,Not Mapped,Not mapped,sce_YLR194C,YLR194C
Not Mapped,Not Mapped,Not mapped,sce_YOR372C,YOR372C
Not Mapped,Not Mapped,Not mapped,sce_YLR254C,YLR254C
Not Mapped,Not Mapped,Not mapped,sce_YKL040C,YKL040C
Not Mapped,Not Mapped,Not mapped,sce_YDR176W,YDR176W
Not Mapped,Not Mapped,Not mapped,sce_YOL042W,YOL042W
Not Mapped,Not Mapped,Not mapped,sce_YMR285C,YMR285C
Not Mapped,Not Mapped,Not mapped,sce_YBR212W,YBR212W
Not Mapped,Not Mapped,Not mapped,sce_YLR138W,YLR138W
Not Mapped,Not Mapped,Not mapped,sce_YPR052C,YPR052C
Not Mapped,Not Mapped,Not mapped,sce_YBR089C-A,YBR089C-A
Not Mapped,Not Mapped,Not mapped,sce_YDR456W,YDR456W
Not Mapped,Not Mapped,Not mapped,sce_YGL221C,YGL221C
Not Mapped,Not Mapped,Not mapped,sce_YPL211W,YPL211W
Not Mapped,Not Mapped,Not mapped,sce_YNL078W,YNL078W
Not Mapped,Not Mapped,Not mapped,sce_YJL126W,YJL126W
Not Mapped,Not Mapped,Not mapped,sce_YLR351C,YLR351C
Not Mapped,Not Mapped,Not mapped,sce_YDR383C,YDR383C
Not Mapped,Not Mapped,Not mapped,sce_YLR315W,YLR315W
Not Mapped,Not Mapped,Not mapped,sce_YNL123W,YNL123W
Not Mapped,Not Mapped,Not mapped,sce_YLR363C,YLR363C
Not Mapped,Not Mapped,Not mapped,sce_YJR132W,YJR132W
Not Mapped,Not Mapped,Not mapped,sce_YGR089W,YGR089W
Not Mapped,Not Mapped,Not mapped,sce_YNL200C,YNL200C
Not Mapped,Not Mapped,Not mapped,sce_YKL151C,YKL151C
Not Mapped,Not Mapped,Not mapped,sce_YLR285W,YLR285W
Not Mapped,Not Mapped,Not mapped,sce_YOR206W,YOR206W
Not Mapped,Not Mapped,Not mapped,sce_YLR002C,YLR002C
Not Mapped,Not Mapped,Not mapped,sce_YPR144C,YPR144C
Not Mapped,Not Mapped,Not mapped,sce_YOL041C,YOL041C
Not Mapped,Not Mapped,Not mapped,sce_YNL175C,YNL175C
Not Mapped,Not Mapped,Not mapped,sce_YDL148C,YDL148C
Not Mapped,Not Mapped,Not mapped,sce_YNL110C,YNL110C
Not Mapped,Not Mapped,Not mapped,sce_YER002W,YER002W
Not Mapped,Not Mapped,Not mapped,sce_YGR251W,YGR251W
Not Mapped,Not Mapped,Not mapped,sce_YNL061W,YNL061W
Not Mapped,Not Mapped,Not mapped,sce_YPL146C,YPL146C
Not Mapped,Not Mapped,Not mapped,sce_YDL213C,YDL213C
Not Mapped,Not Mapped,Not mapped,sce_YGR103W,YGR103W
Not Mapped,Not Mapped,Not mapped,sce_YOL144W,YOL144W
Not Mapped,Not Mapped,Not mapped,sce_YJL010C,YJL010C
Not Mapped,Not Mapped,Not mapped,sce_YPR072W,YPR072W
Not Mapped,Not Mapped,Not mapped,sce_YJR072C,YJR072C
Not Mapped,Not Mapped,Not mapped,sce_YDL046W,YDL046W
Not Mapped,Not Mapped,Not mapped,sce_YDR432W,YDR432W
Not Mapped,Not Mapped,Not mapped,sce_YCR026C,YCR026C
Not Mapped,Not Mapped,Not mapped,sce_YEL062W,YEL062W
Not Mapped,Not Mapped,Not mapped,sce_YGL067W,YGL067W
Not Mapped,Not Mapped,Not mapped,sce_YNL251C,YNL251C
Not Mapped,Not Mapped,Not mapped,sce_YDL167C,YDL167C
Not Mapped,Not Mapped,Not mapped,sce_YGL111W,YGL111W
Not Mapped,Not Mapped,Not mapped,sce_YER126C,YER126C
Not Mapped,Not Mapped,Not mapped,sce_YHR133C,YHR133C
Not Mapped,Not Mapped,Not mapped,sce_YNL156C,YNL156C
Not Mapped,Not Mapped,Not mapped,sce_YJL041W,YJL041W
Not Mapped,Not Mapped,Not mapped,sce_YNL091W,YNL091W
Not Mapped,Not Mapped,Not mapped,sce_YBR188C,YBR188C
Not Mapped,Not Mapped,Not mapped,sce_YER009W,YER009W
Not Mapped,Not Mapped,Not mapped,sce_YJL208C,YJL208C
Not Mapped,Not Mapped,Not mapped,sce_YDR150W,YDR150W
Not Mapped,Not Mapped,Not mapped,sce_YOR098C,YOR098C
Not Mapped,Not Mapped,Not mapped,sce_YKL068W,YKL068W
Not Mapped,Not Mapped,Not mapped,sce_YKL057C,YKL057C
Not Mapped,Not Mapped,Not mapped,sce_YGL092W,YGL092W
Not Mapped,Not Mapped,Not mapped,sce_YER105C,YER105C
Not Mapped,Not Mapped,Not mapped,sce_YIL115C,YIL115C
Not Mapped,Not Mapped,Not mapped,sce_YLR335W,YLR335W
Not Mapped,Not Mapped,Not mapped,sce_YDR192C,YDR192C
Not Mapped,Not Mapped,Not mapped,sce_YMR153W,YMR153W
Not Mapped,Not Mapped,Not mapped,sce_YGR119C,YGR119C
Not Mapped,Not Mapped,Not mapped,sce_YAR002W,YAR002W
Not Mapped,Not Mapped,Not mapped,sce_YJL061W,YJL061W
Not Mapped,Not Mapped,Not mapped,sce_YJR042W,YJR042W
Not Mapped,Not Mapped,Not mapped,sce_YDL089W,YDL089W
Not Mapped,Not Mapped,Not mapped,sce_YDL193W,YDL193W
Not Mapped,Not Mapped,Not mapped,sce_YGL151W,YGL151W
Not Mapped,Not Mapped,Not mapped,sce_YPR168W,YPR168W
Not Mapped,Not Mapped,Not mapped,sce_YHR195W,YHR195W
Not Mapped,Not Mapped,Not mapped,sce_YPR091C,YPR091C
Not Mapped,Not Mapped,Not mapped,sce_YKL120W,YKL120W
Not Mapped,Not Mapped,Not mapped,sce_YAL051W,YAL051W
Not Mapped,Not Mapped,Not mapped,sce_YNL056W,YNL056W
Not Mapped,Not Mapped,Not mapped,sce_YCR095C,YCR095C
Not Mapped,Not Mapped,Not mapped,sce_YHL029C,YHL029C
Not Mapped,Not Mapped,Not mapped,sce_YPL134C,YPL134C
Not Mapped,Not Mapped,Not mapped,sce_YOR222W,YOR222W
Not Mapped,Not Mapped,Not mapped,sce_YBR025C,YBR025C
Not Mapped,Not Mapped,Not mapped,sce_YBR230C,YBR230C
Not Mapped,Not Mapped,Not mapped,sce_YIL136W,YIL136W
Not Mapped,Not Mapped,Not mapped,sce_YDR316W,YDR316W
Not Mapped,Not Mapped,Not mapped,sce_YOL032W,YOL032W
Not Mapped,Not Mapped,Not mapped,sce_YJL212C,YJL212C
Not Mapped,Not Mapped,Not mapped,sce_YBR129C,YBR129C
Not Mapped,Not Mapped,Not mapped,sce_YPR075C,YPR075C
Not Mapped,Not Mapped,Not mapped,sce_YGR038W,YGR038W
Not Mapped,Not Mapped,Not mapped,sce_YLR350W,YLR350W
Not Mapped,Not Mapped,Not mapped,sce_YOR130C,YOR130C
Not Mapped,Not Mapped,Not mapped,sce_YDL019C,YDL019C
Not Mapped,Not Mapped,Not mapped,sce_YHR073W,YHR073W
Not Mapped,Not Mapped,Not mapped,sce_YKR003W,YKR003W
Not Mapped,Not Mapped,Not mapped,sce_YHR001W,YHR001W
Not Mapped,Not Mapped,Not mapped,sce_YJR051W,YJR051W
Not Mapped,Not Mapped,Not mapped,sce_YFR039C,YFR039C
Not Mapped,Not Mapped,Not mapped,sce_YHL013C,YHL013C
Not Mapped,Not Mapped,Not mapped,sce_YGR078C,YGR078C
Not Mapped,Not Mapped,Not mapped,sce_YBR279W,YBR279W
Not Mapped,Not Mapped,Not mapped,sce_YMR174C,YMR174C
Not Mapped,Not Mapped,Not mapped,sce_YDR348C,YDR348C
Not Mapped,Not Mapped,Not mapped,sce_YDR251W,YDR251W
Not Mapped,Not Mapped,Not mapped,sce_YJL104W,YJL104W
Not Mapped,Not Mapped,Not mapped,sce_YKR065C,YKR065C
Not Mapped,Not Mapped,Not mapped,sce_YIR006C,YIR006C
Not Mapped,Not Mapped,Not mapped,sce_YDL173W,YDL173W
Not Mapped,Not Mapped,Not mapped,sce_YLR199C,YLR199C
Not Mapped,Not Mapped,Not mapped,sce_YNL015W,YNL015W
Not Mapped,Not Mapped,Not mapped,sce_YGR178C,YGR178C
Not Mapped,Not Mapped,Not mapped,sce_YDL053C,YDL053C
Not Mapped,Not Mapped,Not mapped,sce_YNL181W,YNL181W
Not Mapped,Not Mapped,Not mapped,sce_YBR094W,YBR094W
Not Mapped,Not Mapped,Not mapped,sce_YKR095W-A,YKR095W-A
Not Mapped,Not Mapped,Not mapped,sce_YER059W,YER059W
Not Mapped,Not Mapped,Not mapped,sce_YIL050W,YIL050W
Not Mapped,Not Mapped,Not mapped,sce_YBR222C,YBR222C
Not Mapped,Not Mapped,Not mapped,sce_YDR081C,YDR081C
Not Mapped,Not Mapped,Not mapped,sce_YLR455W,YLR455W
Not Mapped,Not Mapped,Not mapped,sce_YGL013C,YGL013C
Not Mapped,Not Mapped,Not mapped,sce_YPL058C,YPL058C
Not Mapped,Not Mapped,Not mapped,sce_YNL231C,YNL231C
Not Mapped,Not Mapped,Not mapped,sce_YNL264C,YNL264C
Not Mapped,Not Mapped,Not mapped,sce_YGR193C,YGR193C
Not Mapped,Not Mapped,Not mapped,sce_YER149C,YER149C
Not Mapped,Not Mapped,Not mapped,sce_YBL017C,YBL017C
Not Mapped,Not Mapped,Not mapped,sce_YLR148W,YLR148W
Not Mapped,Not Mapped,Not mapped,sce_YMR231W,YMR231W
Not Mapped,Not Mapped,Not mapped,sce_YJL053W,YJL053W
Not Mapped,Not Mapped,Not mapped,sce_YCR044C,YCR044C
Not Mapped,Not Mapped,Not mapped,sce_YLR064W,YLR064W
Not Mapped,Not Mapped,Not mapped,sce_YDR079W,YDR079W
Not Mapped,Not Mapped,Not mapped,sce_YER058W,YER058W
Not Mapped,Not Mapped,Not mapped,sce_YOR158W,YOR158W
Not Mapped,Not Mapped,Not mapped,sce_YOR017W,YOR017W
Not Mapped,Not Mapped,Not mapped,sce_YJR034W,YJR034W
Not Mapped,Not Mapped,Not mapped,sce_YNR045W,YNR045W
Not Mapped,Not Mapped,Not mapped,sce_YGR222W,YGR222W
Not Mapped,Not Mapped,Not mapped,sce_YNL003C,YNL003C
Not Mapped,Not Mapped,Not mapped,sce_YBL030C,YBL030C
Not Mapped,Not Mapped,Not mapped,sce_YOL147C,YOL147C
Not Mapped,Not Mapped,Not mapped,sce_YOL044W,YOL044W
Not Mapped,Not Mapped,Not mapped,sce_YPL112C,YPL112C
Not Mapped,Not Mapped,Not mapped,sce_YDR479C,YDR479C
Not Mapped,Not Mapped,Not mapped,sce_YLR324W,YLR324W
Not Mapped,Not Mapped,Not mapped,sce_YGR077C,YGR077C
Not Mapped,Not Mapped,Not mapped,sce_YNL326C,YNL326C
Not Mapped,Not Mapped,Not mapped,sce_YBR074W,YBR074W
Not Mapped,Not Mapped,Not mapped,sce_YNL158W,YNL158W
Not Mapped,Not Mapped,Not mapped,sce_YNL149C,YNL149C
Not Mapped,Not Mapped,Not mapped,sce_YML125C,YML125C
Not Mapped,Not Mapped,Not mapped,sce_YGL025C,YGL025C
Not Mapped,Not Mapped,Not mapped,sce_YGR132C,YGR132C
Not Mapped,Not Mapped,Not mapped,sce_YGR231C,YGR231C
Not Mapped,Not Mapped,Not mapped,sce_YNL097C,YNL097C
Not Mapped,Not Mapped,Not mapped,sce_YJL117W,YJL117W
Not Mapped,Not Mapped,Not mapped,sce_YCR037C,YCR037C
Not Mapped,Not Mapped,Not mapped,sce_YJL198W,YJL198W
Not Mapped,Not Mapped,Not mapped,sce_YNR013C,YNR013C
Not Mapped,Not Mapped,Not mapped,sce_YDR313C,YDR313C
Not Mapped,Not Mapped,Not mapped,sce_YGL023C,YGL023C
Not Mapped,Not Mapped,Not mapped,sce_YER053C,YER053C
Not Mapped,Not Mapped,Not mapped,sce_YHR034C,YHR034C
Not Mapped,Not Mapped,Not mapped,sce_YGR086C,YGR086C
Not Mapped,Not Mapped,Not mapped,sce_YOR104W,YOR104W
Not Mapped,Not Mapped,Not mapped,sce_YPR154W,YPR154W
Not Mapped,Not Mapped,Not mapped,sce_YBL051C,YBL051C
Not Mapped,Not Mapped,Not mapped,sce_YDR490C,YDR490C
Not Mapped,Not Mapped,Not mapped,sce_YOL100W,YOL100W
Not Mapped,Not Mapped,Not mapped,sce_YIL042C,YIL042C
Not Mapped,Not Mapped,Not mapped,sce_YGL059W,YGL059W
Not Mapped,Not Mapped,Not mapped,sce_YMR123W,YMR123W
Not Mapped,Not Mapped,Not mapped,sce_YKR046C,YKR046C
Not Mapped,Not Mapped,Not mapped,sce_YOR281C,YOR281C
Not Mapped,Not Mapped,Not mapped,sce_YER132C,YER132C
Not Mapped,Not Mapped,Not mapped,sce_YCR024C-A,YCR024C-A
Not Mapped,Not Mapped,Not mapped,sce_YEL017C-A,YEL017C-A
Not Mapped,Not Mapped,Not mapped,sce_YKL128C,YKL128C
Not Mapped,Not Mapped,Not mapped,sce_YOR161C,YOR161C
Not Mapped,Not Mapped,Not mapped,sce_YOR266W,YOR266W
Not Mapped,Not Mapped,Not mapped,sce_YBR022W,YBR022W
Not Mapped,Not Mapped,Not mapped,sce_YPL144W,YPL144W
Not Mapped,Not Mapped,Not mapped,sce_YCL047C,YCL047C
Not Mapped,Not Mapped,Not mapped,sce_YMR129W,YMR129W
Not Mapped,Not Mapped,Not mapped,sce_YLL023C,YLL023C
Not Mapped,Not Mapped,Not mapped,sce_YLR018C,YLR018C
Not Mapped,Not Mapped,Not mapped,sce_YIL114C,YIL114C
Not Mapped,Not Mapped,Not mapped,sce_YPL188W,YPL188W
Not Mapped,Not Mapped,Not mapped,sce_YDR435C,YDR435C
Not Mapped,Not Mapped,Not mapped,sce_YOL141W,YOL141W
Not Mapped,Not Mapped,Not mapped,sce_YNL217W,YNL217W
Not Mapped,Not Mapped,Not mapped,sce_YIL095W,YIL095W
Not Mapped,Not Mapped,Not mapped,sce_YIL117C,YIL117C
Not Mapped,Not Mapped,Not mapped,sce_YAR031W,YAR031W
Not Mapped,Not Mapped,Not mapped,sce_YJL203W,YJL203W
Not Mapped,Not Mapped,Not mapped,sce_YML046W,YML046W
Not Mapped,Not Mapped,Not mapped,sce_YDR235W,YDR235W
Not Mapped,Not Mapped,Not mapped,sce_YKL116C,YKL116C
Not Mapped,Not Mapped,Not mapped,sce_YJL079C,YJL079C
Not Mapped,Not Mapped,Not mapped,sce_YMR308C,YMR308C
Not Mapped,Not Mapped,Not mapped,sce_YKL077W,YKL077W
Not Mapped,Not Mapped,Not mapped,sce_YOL054W,YOL054W
Not Mapped,Not Mapped,Not mapped,sce_YAL017W,YAL017W
Not Mapped,Not Mapped,Not mapped,sce_YOL045W,YOL045W
Not Mapped,Not Mapped,Not mapped,sce_YDR505C,YDR505C
Not Mapped,Not Mapped,Not mapped,sce_YML017W,YML017W
Not Mapped,Not Mapped,Not mapped,sce_YLL010C,YLL010C
Not Mapped,Not Mapped,Not mapped,sce_YLR019W,YLR019W
Not Mapped,Not Mapped,Not mapped,sce_YDR032C,YDR032C
Not Mapped,Not Mapped,Not mapped,sce_YNL201C,YNL201C
Not Mapped,Not Mapped,Not mapped,sce_YBL046W,YBL046W
Not Mapped,Not Mapped,Not mapped,sce_YOR090C,YOR090C
Not Mapped,Not Mapped,Not mapped,sce_YHR076W,YHR076W
Not Mapped,Not Mapped,Not mapped,sce_YKL198C,YKL198C
Not Mapped,Not Mapped,Not mapped,sce_YJR059W,YJR059W
Not Mapped,Not Mapped,Not mapped,sce_YKL039W,YKL039W
Not Mapped,Not Mapped,Not mapped,sce_YKR093W,YKR093W
Not Mapped,Not Mapped,Not mapped,sce_YNL016W,YNL016W
Not Mapped,Not Mapped,Not mapped,sce_YPR042C,YPR042C
Not Mapped,Not Mapped,Not mapped,sce_YLL013C,YLL013C
Not Mapped,Not Mapped,Not mapped,sce_YGL014W,YGL014W
Not Mapped,Not Mapped,Not mapped,sce_YDR496C,YDR496C
Not Mapped,Not Mapped,Not mapped,sce_YLR414C,YLR414C
Not Mapped,Not Mapped,Not mapped,sce_YOR243C,YOR243C
Not Mapped,Not Mapped,Not mapped,sce_YDL036C,YDL036C
Not Mapped,Not Mapped,Not mapped,sce_YOR348C,YOR348C
Not Mapped,Not Mapped,Not mapped,sce_YLR196W,YLR196W
Not Mapped,Not Mapped,Not mapped,sce_YKR090W,YKR090W
Not Mapped,Not Mapped,Not mapped,sce_YJR111C,YJR111C
Not Mapped,Not Mapped,Not mapped,sce_YIL121W,YIL121W
Not Mapped,Not Mapped,Not mapped,sce_YBR043C,YBR043C
Not Mapped,Not Mapped,Not mapped,sce_YML011C,YML011C
Not Mapped,Not Mapped,Not mapped,sce_YGL246C,YGL246C
Not Mapped,Not Mapped,Not mapped,sce_YJR033C,YJR033C
Not Mapped,Not Mapped,Not mapped,sce_YDR202C,YDR202C
Not Mapped,Not Mapped,Not mapped,sce_YOR301W,YOR301W
Not Mapped,Not Mapped,Not mapped,sce_YLR084C,YLR084C
Not Mapped,Not Mapped,Not mapped,sce_YDR527W,YDR527W
Not Mapped,Not Mapped,Not mapped,sce_YPL246C,YPL246C
Not Mapped,Not Mapped,Not mapped,sce_YAL036C,YAL036C
Not Mapped,Not Mapped,Not mapped,sce_YGR173W,YGR173W
Not Mapped,Not Mapped,Not mapped,sce_YOR265W,YOR265W
Not Mapped,Not Mapped,Not mapped,sce_YDL189W,YDL189W
Not Mapped,Not Mapped,Not mapped,sce_YML030W,YML030W
Not Mapped,Not Mapped,Not mapped,sce_YNR018W,YNR018W
Not Mapped,Not Mapped,Not mapped,sce_YBR255C-A,YBR255C-A
Not Mapped,Not Mapped,Not mapped,sce_YIL077C,YIL077C
Not Mapped,Not Mapped,Not mapped,sce_YLR248W,YLR248W
